5,4,8,9,1,7,2,3,6
7,6,9,2,8,3,1,4,5
3,2,1,0,5,4,8,9,0
0,5,3,4,0,6,7,1,8
6,7,4,1,0,8,0,2,9
8,1,2,5,7,9,3,6,4
4,3,7,8,6,1,9,0,2
1,0,5,7,4,2,6,8,3
2,8,6,3,9,5,0,7,1
